"佛经梵音-听佛音,赏佛像,身心宁静",77
only-self,27
Battery Doctor +,6
PPS影音,5
Mole's World,5
微博 HD,4
Sanlitun,4
佛经佛音大全 免费版,3
中国求生手册 - 捍卫食品安全 强壮中国人,3
Pocket Check-Up Lite,3
热门壁纸,3
观世音菩萨-每日虔诚供奉观音大士，必可心想事成,3
QQ 2012,3
WeChat!,3
开心水族箱,2
Brothers In Arms® 2: Global Front Free+,2
Mew call,2
Darius AR,2
Where's My Water? Free,2
新观音灵签®,2
愤怒的金刚,2
Zoo World,2
Youku HD,2
PPTV网络电视 HD,2
ListenBuddha,2
新浪微盘 - 新浪官方出品,2
探索世界未解之谜,2
Ripple HD,2
酷我音乐 2012,2
Calculator for iPad Free.,2
墨迹天气(官方),2
网易新闻,2
Baccarat Free,2
24节气养生,2
Fruit Ninja Free,2
Fish Hunter - All Blue Sea,2
圣犬帕拉,2
金山装机必备 - 每天推荐限时免费&装机必备应用,2
"流量监测仪(瓦力流量仪—实时监控提醒,上网必备)",2
一起来捡钱 免费版,2
Douban.fm,2
随手记标准版 for iPhone,2
"指纹扫描测算-扫扫更健康,只要一按手指,知晓指纹的秘密",2
卡惠,1
博雅德州扑克,1
"Skout - Meet, Chat, Friend",1
iShuffle Bowling 2,1
凤凰电台,1
有声情爱小说(10000+每天更新),1
Avenger ©,1
成人脑力训练 便携HD版,1
Crazy Monster Truck - Escape,1
麻將 明星3缺1  HD,1
孕妇我最大,1
名片全能王免費版 – CamCard 名片辨識 名片管理 （中文繁簡英日韓）,1
PeekaView,1
QQ邮箱,1
麻雀館 - 跑馬仔,1
佛經誦讀-課版,1
QuakeAlarm Free,1
软件游戏猎手-精品海量限时免费,1
天气预报,1
优酷,1
Alarm Clock Master HD,1
FBI教你读心术,1
解名大师 完美版-名师解答名字的含义,1
解梦百科,1
"UbiDisk: Download, Edit and Share Files Easily",1
搜狐新闻,1
ChinaTaxi,1
Star Gems,1
性能力评估-男性能力亲测,1
妹纸,1
Nosferatu - Run from the Sun,1
天气通,1
心理画,1
百家乐 - Baccarat,1
i12306HD,1
Move The Eggs,1
忍者无极,1
魔法岛主,1
限时免费,1
逛淘宝-口袋购物 发现惊喜,1
爱卡汽车,1
触宝智能拨号,1
Crash Trip,1
城市吧街景地图HD,1
冷笑话集锦,1
限时免费HD,1
Final Fury,1
UC浏览器iPhone版,1
iHandy Flashlight Free,1
"指纹扫描测算完美版-扫扫更健康,只要一按手指,知晓指纹的秘密",1
中国手机电视台,1
A Monster Called So Many - Yippee Arts,1
QQ星乐团,1
公交闹铃-公交地铁到站提醒全国离线版,1
限时免费大全,1
"日语翻译官—日本,出国,旅游",1
Small Street,1
Asphalt 7: Heat,1
GuguRadio,1
幻想精灵,1
金山快盘,1
KC电话,1
Inotia 3: Children of Carnia,1
高德导航HD Autonavi Navigation,1
FIT Memo （Todo + Reminder）,1
Tarot 9 in one,1
Acoustic Ruler Pro,1
新概念粤语,1
优股雷达,1
百思不得姐,1
ZAKER 最流行阅读软件,1
脑筋急转10000弯 PK版,1
QQVoice,1
疯狂填字,1
天尊靈符™,1
微格－新浪微博客户端,1
运程解码-破解你的人生运势,1
海豚浏览器HD,1
红袖添香女性小说,1
神的指意,1
麦当劳优惠券完美版（离线）,1
佛緣 For iPhone,1
白金海盗,1
Google Translate,1
Smurfs' Village,1
ZAKER,1
Qzone,1
征服美女来找茬,1
酷盘,1
Office Assistant Pro - Full-Featured Mobile Office Suite,1
张震说鬼事（有声）-灵异曲折的故事，挑战你的心理极限,1
Ringtone Master,1
Fruit Link 3,1
捕鱼大亨VIP版HD,1
去哪儿旅行HD,1
相册卫士Free（加密照片视频）,1
火线指令,1
Zombie Hunting,1
Horoscope ®,1
Towers N' Trolls HD,1
Weico HD - 微博客户端,1
Underpants Raccoon,1
好运星 - 运势随手记,1
新黄金矿工:加勒比宝藏,1
十年微日记,1
红袖添香离线看,1
脉可寻－云端名片识别,1
微拍,1
Japan Life,1
QQ游戏大厅,1
犀利语录,1
Spy Eye,1
ForestVille,1
POCO美人相机,1
网易云阅读 for iPhone,1
MeWantBamboo - Become The Master Panda,1
挖财记账理财,1
腾讯手机管家（原QQ手机管家）,1
周公解梦全书,1
文王问卦-文王每日求签工具,1
中文整点报时,1
挖笑话,1
腾讯视频HD,1
EC Player,1
Royal Trouble: Hidden Adventures,1
品味宫崎骏,1
Mapbar Navi,1
佛曆,1
"iSafeBox - Password Protect Your Photos, Accounts, Etc",1
Ice Age Village,1
Sango Millionaire,1
StarFire,1
捕鱼大亨,1
"大众点评—美食,优惠,团购",1
杀手,1
挖段子 - 每日极品笑话，笑死人不偿命,1
猜象棋-自出洞来无敌手Lite,1
QQ安全中心,1
百度地图,1
爱聊免费电话免费短信,1
Instant Sketch,1
Galaxy Empire,1
Panorama 360 Camera,1
剑诀天下,1
美女忍者 完整版,1
Apocalypse Knights - Endless Fighting with Blessed Weapons and Sacred Steeds,1
Journey to the West Slot,1
Shaun the Sheep - Home Sheep Home 2,1
360安全通讯录-拨号必备,1
二战风云 HD,1
App每日推送,1
淘宝 HD,1
眈眈,1
黄大仙祠-摇签 占卜 供奉,1
Swing Shot,1
Gold Crown™ Video Poker,1
91手机助手-限时免费推荐,1
QQ音乐HD,1
Instant Heart Rate - Heart Rate Monitor by Azumio,1
iSafePlay,1
Crystal Lines,1
麻將 明星3缺1 -16張,1
ShareReader HD,1
IKEA Catalogue,1
Home Screen Icon - tap to call - home contact,1
Weather＋,1
搞笑视频,1
证件照,1
"Tarot  fortune-telling, astrology, constellation experts special production, predict the future, solve the love, health, learning, career, interpersonal relationship",1
JJ比赛,1
悠悠手机导航,1
奇迹背单词,1
星际防御战,1
道道通移动导航系统,1
Pocket Check-Up,1
限时免费专业版 HD,1
gay men's social network - Jack'd,1
Fishing Stars,1
全国列车时刻查询系统免费版,1
